Date,Post ID,Network,Content Type,Sent by,Link,Post,Impressions,Organic Impressions,Viral Impressions,Non-viral Impressions,Fan Impressions,Fan Organic Impressions,Non-fan Impressions,Non-fan Organic Impressions,Reach,Organic Reach,Viral Reach,Non-viral Reach,Fan Reach,Engagement Rate (per Impression),Engagement Rate (per Reach),Engagements,Reactions,Likes,Comments,Shares,Click-Through Rate,Other Post Clicks,Post Clicks (All),Post Photo View Clicks,Answers,Negative Feedback,Engaged Users,Engaged Fans,Users Talking About This,Unique Reactions,Unique Comments,Unique Shares,Unique Answers,Unique Post Clicks,Unique Post Photo View Clicks,Unique Other Post Clicks,Unique Negative Feedback,Year,Positive reaction,Negative reaction,day_of_week,is_weekend,post_length,contains_question,num_hashtags,part_of_day_posted,Month,no of tags,Linked Content(?)
2018-10-19 12:01:00,253788558082460_1728318037296164,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1728318037296164/,#HappenToLife and achieve your retirement goals with us by your side. Call our pension gurus on 01 271 6000 or email pensionsolution@stanbicibtc.com to get started.,4297,4297,457,3840,3881,3881,416,416,3428,3428,328,3117,3150,1.19,1.49,51,22,22,2,7,0.0,20,20,11,0,0,44,39,26,21,2,7,0,19,11,9,0.0,2018,0.0,0.0,Friday,0,25,0,1,afternoon,Oct,0,Content has link(s)
2018-10-19 17:00:00,253788558082460_1728706857257282,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1728706857257282/,"It’s Friday again 💃, would prefer to go home earlier or hangout with friends? #TGIF",6405,6405,1025,5380,5459,5459,946,946,5259,5259,778,4588,4597,1.36,1.65,87,47,45,0,11,0.0,29,29,19,0,0,78,65,53,47,0,11,0,29,19,10,0.0,2018,2.0,0.0,Friday,0,15,1,1,evening,Oct,0,Content has link(s)
2018-10-19 18:39:00,253788558082460_1728704207257547,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1728704207257547/,"It’s Friday again 💃, would prefer to go home earlier or hangout with friends? #TGIF",3246,3246,407,2839,2894,2894,352,352,2704,2704,267,2464,2491,2.37,2.85,77,24,24,9,9,0.0,35,35,15,0,0,53,43,33,23,5,8,0,25,9,19,0.0,2018,0.0,0.0,Friday,0,15,1,1,evening,Oct,0,Content has link(s)
2018-10-19 18:51:00,253788558082460_1728716707256297,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1728716707256297/,We are 8 days from this year’s #Together4ALimb!,9990,9990,2402,7588,8007,8007,1983,1983,7634,7634,1673,6221,6385,2.34,3.07,234,81,80,3,19,0.0,131,131,84,0,0,190,136,93,81,3,19,0,110,78,43,0.0,2018,1.0,0.0,Friday,0,8,0,1,evening,Oct,0,Content has link(s)
2018-10-22 09:29:00,253788558082460_1731879486940019,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1731879486940019/,We recognize the courage and strength to lead amazing lives in spite of physical limitations. That’s why we are walking #Together4ALimb,6405,6405,1025,5380,5459,5459,946,946,5259,5259,778,4588,4597,1.36,1.65,87,47,45,0,11,0.0,29,29,19,0,0,78,65,53,47,0,11,0,29,19,10,0.0,2018,2.0,0.0,Monday,0,21,0,1,morning,Oct,0,Content has link(s)
2018-10-22 10:01:00,253788558082460_1731900876937880,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1731900876937880/,What fears did you have to overcome in the past? #YouAre Fearless #MovingForward,3715,3715,1047,2668,2801,2801,914,914,3108,3108,769,2298,2376,2.23,2.67,83,38,38,2,14,0.0,29,29,12,0,0,66,44,42,35,2,14,0,28,12,17,0.0,2018,0.0,0.0,Monday,0,13,1,2,morning,Oct,0,Content has link(s)
2018-10-22 17:01:00,253788558082460_1732276910233610,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1732276910233610/,"We do not see disability, rather we see ability. We are walking #Together4ALimb",6856,6856,1198,5658,5773,5773,1083,1083,5479,5479,857,4655,4664,1.74,2.17,119,51,51,3,11,0.0,54,54,27,0,0,103,76,57,51,2,10,0,48,26,24,0.0,2018,0.0,0.0,Monday,0,13,0,1,evening,Oct,0,Content has link(s)
2018-10-22 19:05:00,253788558082460_1732403676887600,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1732403676887600/,"Do you know that you can redeem your #MutualFunds from #APPyness, our Mobile App? Download here bit.ly/APPyInsta. For more information on mutual funds, call 01 280 1266 or email assetmanagement@stanbicibtc.com. #NeverStopInvesting",8414,8414,2621,5793,6165,6165,2249,2249,6379,6379,1643,4935,5026,1.88,2.48,158,57,57,3,37,0.05,57,61,30,0,0,108,76,66,50,3,26,0,48,24,24,0.0,2018,0.0,0.0,Monday,0,31,1,3,evening,Oct,0,Content has link(s)
2018-10-22 19:08:00,253788558082460_1732405823554052,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1732405823554052/,Always keep your debit and/or credit cards safe. Never share your one time password (OTP) with anybody.,5166,5166,776,4390,4478,4478,688,688,4211,4211,559,3690,3702,1.96,2.4,101,46,45,3,12,0.0,40,40,15,0,0,81,70,51,43,3,12,0,35,15,25,0.0,2018,1.0,0.0,Monday,0,17,0,0,evening,Oct,0,Content has link(s)
2018-10-23 10:00:00,253788558082460_1733148060146495,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1733148060146495/,What word best describes you? #YouAre #MovingForward #TuesdayThoughts,4192,4192,1066,3126,3325,3325,867,867,3240,3240,757,2542,2637,3.17,4.1,133,50,50,9,23,0.0,51,51,18,0,1,84,74,62,48,9,21,0,32,15,25,1.0,2018,0.0,0.0,Tuesday,0,8,1,3,morning,Oct,0,Content has link(s)
2018-10-23 16:17:00,253788558082460_1733488953445739,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1733488953445739/,"Congenital amputation can be a devastating experience for both the parents and child. It comes with adjustments no one plans for and realities that can be hard to accept. Here are a few #thoughts we have on being there for a child who may need you:

1.  Emotional support: Everyone does better when they know they are loved, especially children. This is the first and most important thing a child needs.
 
2. Psychological support: It may be too much to cope with even as a parent or guardian, but you must remember to teach them to believe in their abilities, regardless of what has happened.
 
3. Physical support: Ensure to get them the right prosthesis for their age and the medical care they need – dedicated physiotherapy usually helps. It is also important that you show them how to do things themselves.

Have more #thoughts to share with us? Kindly share with us in the comments. #Together4ALimb",3129,3129,243,2886,2909,2909,220,220,2559,2559,159,2418,2405,3.74,4.57,117,22,22,6,7,0.0,82,82,33,0,1,76,70,28,21,4,7,0,53,27,43,1.0,2018,0.0,0.0,Tuesday,0,157,1,3,afternoon,Oct,0,Content has link(s)
2018-10-23 19:00:00,253788558082460_1733653136762654,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1733653136762654/,"Hard things are put in our way, not to stop us, but to call out our courage and strength. #Together4ALimb",8458,8458,855,7603,7703,7703,755,755,7111,7111,619,6589,6621,2.14,2.55,181,72,72,8,12,0.0,89,89,43,0,0,128,117,82,71,6,12,0,58,35,34,0.0,2018,0.0,0.0,Tuesday,0,20,0,1,evening,Oct,0,Content has link(s)
2018-10-24 10:00:00,253788558082460_1734328740028427,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1734328740028427/,Favour is doing amazing and is on her way towards a guaranteed future. #MovingForward #Together4ALimb,5690,5690,1425,4265,4432,4432,1258,1258,4478,4478,1003,3572,3672,1.78,2.26,101,51,51,1,14,0.0,35,35,17,0,1,86,71,57,49,1,14,0,30,17,17,1.0,2018,0.0,0.0,Wednesday,0,15,0,2,morning,Oct,0,Content has link(s)
2018-10-24 10:00:00,253788558082460_1734328893361745,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1734328893361745/,"Just because I've got two prosthetic legs, yeah, I had to adapt in ways, but I've also become a lot stronger. It doesn't mean I'm at any disadvantage, really. - Amy Purdy
#YouAreStrong #Together4ALimb",8023,8023,1387,6636,6769,6769,1254,1254,6534,6534,972,5699,5736,2.14,2.63,172,65,65,3,15,0.0,89,89,39,0,0,138,109,74,63,3,15,0,68,38,39,0.0,2018,0.0,0.0,Wednesday,0,34,0,2,morning,Oct,0,Content has link(s)
2018-10-24 13:22:00,253788558082460_1734496666678301,Facebook,Photo,Anonymous,https://www.facebook.com/media/set/?set=a.1734496666678301&type=3,"In today's Wealth Wednesday series, we are talking about a type of Insurance called personal accident cover Insurance.",1904,1904,186,1718,1724,1724,180,180,1588,1588,134,1456,1458,2.36,2.83,45,10,10,2,4,0.0,29,29,18,0,0,35,33,14,10,2,4,0,24,17,10,0.0,2018,0.0,0.0,Wednesday,0,18,0,0,afternoon,Oct,0,Content has link(s)
2018-10-24 13:31:00,253788558082460_1734497030011598,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1734497030011598/,"In today's Wealth Wednesday series, we are talking about a type of Insurance called personal accident cover Insurance.",1873,1873,17,1856,1825,1825,48,48,1591,1591,15,1580,1554,1.71,2.01,32,2,2,0,2,0.0,28,28,18,0,0,24,23,2,2,0,0,0,23,17,9,0.0,2018,0.0,0.0,Wednesday,0,18,0,0,afternoon,Oct,0,Content has link(s)
2018-10-24 14:00:00,253788558082460_1734686346659333,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1734686346659333/,"3 Things we love about our #WCW, Happiness:

·  She stays true to her name - she's always happy
·  She's #Movingforward with life, taking computer lessons and preparing to take her SSCE
·   She's always enthusiastic about the future

We will be walking for her and others this Saturday, 27 October, 2018. Follow the conversation on #Together4ALimb",6786,6786,958,5828,5938,5938,848,848,5692,5692,699,5003,5146,2.17,2.58,147,47,46,1,10,0.0,89,89,34,0,0,115,100,52,46,1,10,0,69,33,49,0.0,2018,1.0,0.0,Wednesday,0,58,0,3,afternoon,Oct,0,Content has link(s)
2018-10-24 16:21:00,253788558082460_1734668166661151,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1734668166661151/,"Speak and we’ll understand. For more information, please call 01 422 2222, email customercarenigeria@stanbicibtc.com.",14665,14665,5700,8965,9758,9758,4907,4907,11155,11155,3887,7457,7844,2.73,3.59,401,139,133,35,34,0.0,193,193,68,0,2,294,194,161,128,16,34,0,158,58,111,2.0,2018,6.0,0.0,Wednesday,0,14,0,0,afternoon,Oct,0,Content has link(s)
2018-10-24 16:25:00,253788558082460_1734671053327529,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1734671053327529/,"3 Things we love about our #WCW, Happiness:

·  She stays true to her name - she's always happy
·  She's #Movingforward with life, taking computer lessons and preparing to take her SSCE
·   She's always enthusiastic about the future

We will be walking for her and others this Saturday, 27 October, 2018. Follow the conversation on #Together4ALimb",6787,6787,959,5828,5938,5938,849,849,5692,5692,700,5003,5146,2.17,2.58,147,47,46,1,10,0.0,89,89,34,0,0,115,100,52,46,1,10,0,69,33,49,0.0,2018,1.0,0.0,Wednesday,0,58,0,3,afternoon,Oct,0,Content has link(s)
2018-10-25 12:00:00,253788558082460_1735565939904707,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1735565939904707/,Their future is bright. This is why we walk #Together4ALimb.,7642,7642,1760,5882,6056,6056,1586,1586,6125,6125,1194,4935,5153,1.86,2.32,142,60,59,2,15,0.0,65,65,35,0,0,119,89,70,60,2,15,0,59,34,28,0.0,2018,1.0,0.0,Thursday,0,10,0,1,afternoon,Oct,0,Content has link(s)
2018-10-25 17:00:00,253788558082460_1735857073208927,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1735857073208927/,Beauty is shown in the simplest of things like the way you smile. It is the simplest things that show #YouAreBeautiful. #MovingForward,4631,4631,609,4022,4056,4056,575,575,3690,3690,422,3340,3314,1.32,1.65,61,20,20,1,8,0.0,32,32,19,0,1,51,43,25,19,1,8,0,28,18,12,1.0,2018,0.0,0.0,Thursday,0,22,0,2,evening,Oct,0,Content has link(s)
2018-10-26 12:00:00,253788558082460_1736805333114101,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1736805333114101/,#HappenToLife with us today for a better and secured tomorrow. #MovingForward,5219,5219,1046,4173,4272,4272,947,947,4251,4251,763,3543,3612,1.32,1.62,69,32,31,1,9,0.0,27,27,21,0,0,59,52,35,30,1,9,0,27,21,6,0.0,2018,1.0,0.0,Friday,0,11,0,2,afternoon,Oct,0,Content has link(s)
2018-10-26 17:02:00,253788558082460_1737149236413044,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1737149236413044/,"The human spirit is one of ability, perseverance and courage that no disability can steal away. 
We literally can’t wait to walk #Together4ALimb",6032,6032,525,5507,5534,5534,498,498,4827,4827,381,4514,4523,1.54,1.93,93,35,34,1,3,0.0,54,54,32,0,0,81,70,38,35,1,3,0,49,32,21,0.0,2018,1.0,0.0,Friday,0,23,0,1,evening,Oct,0,Content has link(s)
2018-10-26 18:05:00,253788558082460_1737210463073588,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1737210463073588/,"To our long service awardees across the country, thank you for joining us - we're happy you stayed. Here's to many more fruitful years #MovingForward with you.",6698,6698,793,5905,5966,5966,732,732,5547,5547,552,4859,4891,3.19,3.86,214,60,60,12,4,0.0,138,138,99,0,1,163,140,67,60,5,4,0,107,91,32,1.0,2018,0.0,0.0,Friday,0,27,0,1,evening,Oct,0,Content has link(s)
2018-10-27 07:31:00,253788558082460_1737906939670607,Facebook,Photo,Aramide Salami,https://www.facebook.com/253788558082460/posts/1737906939670607/,Even the rain can't stop us from walking #Together4ALimb,3224,3224,137,3087,3096,3096,128,128,2619,2619,90,2542,2531,1.64,2.02,53,24,24,0,1,0.0,28,28,16,0,0,46,42,24,24,0,1,0,21,16,11,0.0,2018,0.0,0.0,Saturday,1,9,0,1,morning,Oct,0,Content has link(s)
2018-10-27 07:33:00,253788558082460_1737908259670475,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1737908259670475/,And we are on our way...The walk has started. #Together4ALimb,4378,4378,552,3826,3893,3893,485,485,3493,3493,397,3094,3122,2.15,2.69,94,39,37,0,3,0.0,52,52,35,0,0,77,71,40,39,0,3,0,42,35,13,0.0,2018,2.0,0.0,Saturday,1,10,0,1,morning,Oct,0,Content has link(s)
2018-10-27 07:36:00,253788558082460_1737910986336869,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1737910986336869/,Even the kids are not left out. They are walking #Together4ALimb,4937,4937,258,4679,4682,4682,255,255,3961,3961,160,3808,3827,2.45,3.05,121,33,33,1,3,0.0,84,84,62,0,0,103,93,34,33,1,3,0,70,57,19,0.0,2018,0.0,0.0,Saturday,1,11,0,1,morning,Oct,0,Content has link(s)
2018-10-27 07:44:00,253788558082460_1737916746336293,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1737916746336293/,The walk is progressing and we are glad because it is all for a great cause. #Together4ALimb,3290,3290,428,2862,2897,2897,393,393,2715,2715,308,2376,2405,2.28,2.76,75,30,30,0,4,0.0,41,41,24,0,0,60,50,29,28,0,4,0,33,24,16,0.0,2018,0.0,0.0,Saturday,1,17,0,1,morning,Oct,0,Content has link(s)
2018-10-27 07:54:00,253788558082460_1737923396335628,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1737923396335628/,The participants of the #Together4ALimb walk getting refreshed.,3625,3625,606,3019,3071,3071,554,554,2847,2847,409,2447,2477,1.57,2.0,57,29,28,0,4,0.0,24,24,20,0,0,50,43,28,28,0,4,0,22,19,4,0.0,2018,1.0,0.0,Saturday,1,8,0,1,morning,Oct,0,Content has link(s)
2018-10-27 07:56:00,253788558082460_1737924813002153,Facebook,Photo,Aramide Salami,https://www.facebook.com/253788558082460/posts/1737924813002153/,"Together, we are walking because we believe in a bright future for child amputees. #Together4ALimb",7164,7164,1397,5767,5923,5923,1241,1241,5875,5875,934,4946,5061,2.48,3.03,178,63,63,2,9,0.0,104,104,72,0,1,139,96,64,60,2,9,0,91,72,28,1.0,2018,0.0,0.0,Saturday,1,15,0,1,morning,Oct,0,Content has link(s)
2018-10-27 08:07:00,253788558082460_1737932813001353,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1737932813001353/,"The CE, Stanbic IBTC Holdings Yinka Sanni and the CE, Stanbic IBTC Bank Dr Demola Shogunle walking #Together4ALimb",4464,4464,816,3648,3771,3771,693,693,3555,3555,516,3108,3154,2.22,2.78,99,40,38,0,4,0.0,55,55,39,0,0,94,73,42,40,0,3,0,53,38,16,0.0,2018,2.0,0.0,Saturday,1,18,0,1,morning,Oct,0,Content has link(s)
2018-10-27 08:17:00,253788558082460_1737940936333874,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1737940936333874/,"The CE, Stanbic IBTC Holdings Yinka Sanni and the CE, Stanbic IBTC Bank Dr Demola having a chat during the #Together4ALimb",7406,7406,2121,5285,5532,5532,1874,1874,5849,5849,1436,4425,4505,2.66,3.37,197,85,83,4,11,0.0,97,97,66,0,0,158,107,87,83,4,11,0,80,62,29,0.0,2018,2.0,0.0,Saturday,1,21,0,1,morning,Oct,0,Content has link(s)
2018-10-27 08:21:00,253788558082460_1737945483000086,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1737945483000086/,"Participants of the #Together4ALimb walk taking pictures with the CE, Stanbic IBTC Holdings Yinka Sanni and the CE, Stanbic IBTC Bank Dr Demola Shogunle.",4311,4311,1101,3210,3422,3422,889,889,3488,3488,750,2659,2753,3.69,4.56,159,56,56,0,8,0.0,95,95,83,0,0,130,94,57,55,0,6,0,82,76,11,0.0,2018,0.0,0.0,Saturday,1,24,0,1,morning,Oct,0,Content has link(s)
2018-10-27 08:35:00,253788558082460_1737956062999028,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1737956062999028/,"The CE, Stanbic IBTC Holdings giving the opening speech during the #Together4ALimb event.",3253,3253,190,3063,3050,3050,203,203,2700,2700,134,2598,2570,1.78,2.15,58,28,27,2,2,0.0,26,26,16,0,0,47,40,30,28,2,2,0,20,16,8,0.0,2018,1.0,0.0,Saturday,1,13,0,1,morning,Oct,0,Content has link(s)
2018-10-27 08:39:00,253788558082460_1737959796331988,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1737959796331988/,"The CE, Stanbic IBTC Holdings Yinka Sanni giving the opening speech during the #Together4ALimb event.",3620,3620,681,2939,3079,3079,541,541,2835,2835,489,2389,2427,2.13,2.72,77,41,41,2,6,0.0,28,28,20,0,0,66,53,43,39,2,6,0,25,19,7,0.0,2018,0.0,0.0,Saturday,1,15,0,1,morning,Oct,0,Content has link(s)
2018-10-27 08:46:00,253788558082460_1737965926331375,Facebook,Photo,Aramide Salami,https://www.facebook.com/253788558082460/posts/1737965926331375/,Senior Executives of Stanbic IBTC with two beneficiaries of the #Together4ALimb initiative.,5108,5108,1254,3854,4148,4148,960,960,3789,3789,831,3001,3126,3.9,5.25,199,57,56,3,8,0.0,131,131,108,0,1,159,113,62,55,3,8,0,108,97,22,1.0,2018,1.0,0.0,Saturday,1,12,0,1,morning,Oct,0,Content has link(s)
2018-10-27 08:53:00,253788558082460_1737970156330952,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1737970156330952/,"The CE African Regions, Standard Bank Group, Sola David Borha giving a speech at the #Together4ALimb event.",6235,6235,810,5425,5559,5559,676,676,5238,5238,559,4460,4514,2.5,2.98,156,66,64,7,5,0.0,78,78,49,0,0,130,105,72,66,4,5,0,64,46,24,0.0,2018,2.0,0.0,Saturday,1,17,0,1,morning,Oct,0,Content has link(s)
2018-10-27 08:54:00,253788558082460_1737971256330842,Facebook,Photo,Aramide Salami,https://www.facebook.com/253788558082460/posts/1737971256330842/,"Our special guest of honor, Dr Idowu Olatunji (Consultant Orthopedic and Trauma Surgeon, National Orthopedic Hospital) giving his remarks.#Together4ALimb",4268,4268,51,4217,4173,4173,95,95,3466,3466,43,3397,3386,1.78,2.19,76,30,29,3,0,0.0,43,43,22,0,0,65,59,32,29,3,0,0,36,22,18,0.0,2018,1.0,0.0,Saturday,1,19,0,1,morning,Oct,0,Content has link(s)
2018-10-27 08:54:00,253788558082460_1737971382997496,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1737971382997496/,"The CE Stanbic IBTC Bank, Dr Demola Shogunle giving the closing remarks at the #Together4ALimb.",2613,2613,33,2580,2549,2549,64,64,2172,2172,31,2144,2130,1.45,1.75,38,26,26,2,1,0.0,9,9,5,0,0,35,30,29,26,2,1,0,8,5,4,0.0,2018,0.0,0.0,Saturday,1,15,0,1,morning,Oct,0,Content has link(s)
2018-10-27 09:40:00,253788558082460_1738010756326892,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1738010756326892/,Interviews with participants who attended the #Together4ALimb event.,10005,10005,739,9266,9274,9274,731,731,8084,8084,513,7657,7673,2.71,3.35,271,71,69,36,4,0.0,160,160,97,0,2,206,181,78,71,7,3,0,138,91,55,2.0,2018,2.0,0.0,Saturday,1,8,0,1,morning,Oct,0,Content has link(s)
2018-10-29 10:13:00,253788558082460_1740967099364591,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1740967099364591/,Subscribe for the upcoming November FGN Bonds for as little as N5000 for maximum returns. Contact us on 01 422 0004 or email stockbroking@stanbicibtc.com to learn more.,14912,14912,3309,11603,12116,12116,2796,2796,12263,12263,2484,9710,9967,5.24,6.38,782,102,99,149,23,0.0,508,508,164,0,2,354,288,157,96,56,23,0,260,117,223,2.0,2018,3.0,0.0,Monday,0,27,0,0,morning,Oct,0,Content has link(s)
2018-10-29 10:24:00,253788558082460_1740974986030469,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1740974986030469/,"#MotivationMonday
Don’t give up and keep moving towards your goals.",7371,7371,2194,5177,5429,5429,1942,1942,5740,5740,1545,4112,4165,2.48,3.19,183,71,70,10,23,0.0,79,79,54,0,0,149,110,84,69,5,22,0,74,54,24,0.0,2018,1.0,0.0,Monday,0,10,0,1,morning,Oct,0,Content has link(s)
2018-10-29 12:00:00,253788558082460_1741436745984293,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1741436745984293/,"You’re human
You feel pain like everyone else
But you should not let that hold you down
#YouAre strong",4873,4873,516,4357,4400,4400,473,473,3789,3789,366,3510,3532,1.48,1.9,72,27,27,2,7,0.0,36,36,25,0,1,55,42,29,25,1,7,0,29,21,10,1.0,2018,0.0,0.0,Monday,0,19,0,1,afternoon,Oct,0,Content has link(s)
2018-10-29 16:43:00,253788558082460_1742139645914003,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1742139645914003/,"With our Education Trust, you can smile everytime a new school term starts. Call us now on 01 270 6800 or email sitlagency@stanbicibtc.com for more details.",4831,4831,521,4311,4379,4379,452,452,3934,3934,350,3560,3560,1.47,1.8,71,29,29,0,8,0.0,34,34,19,0,0,59,47,32,28,0,8,0,29,19,11,0.0,2018,0.0,0.0,Monday,0,26,0,0,afternoon,Oct,0,Content has link(s)
2018-10-29 19:02:00,253788558082460_1742281542566480,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1742281542566480/,Make the right moves for your future by investing in our mutual funds today. Please call 01 280 1266 or email assetmanagement@stanbicibtc.com. #NeverStopInvesting,4230,4230,422,3808,3824,3824,406,406,3461,3461,293,3140,3126,0.97,1.18,41,17,17,1,5,0.0,18,18,9,0,0,33,27,19,17,1,5,0,17,8,9,0.0,2018,0.0,0.0,Monday,0,23,0,1,evening,Oct,0,Content has link(s)
2018-10-30 12:00:00,253788558082460_1743950245732943,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1743950245732943/,"#Youare Unique because you know who you are
No one is like you
But you're not one to bother
Because you're confident of your individuality.
Share with us what makes you unique.  #MovingForward",1774,1774,502,1272,1345,1345,429,429,1337,1337,359,1001,1034,2.99,3.96,53,16,16,2,12,0.0,23,23,14,0,0,38,26,25,15,1,12,0,17,11,8,0.0,2018,0.0,0.0,Tuesday,0,33,0,2,afternoon,Oct,0,Content has link(s)
2018-10-30 18:36:00,253788558082460_1744544595673508,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1744544595673508/,Here are the 9 months financial results stating a 59% growth after tax for the 2018 financial year.,5251,5251,557,4694,4745,4745,506,506,4127,4127,380,3764,3720,2.25,2.86,118,34,34,0,10,0.0,74,74,46,0,1,85,76,35,32,0,10,0,57,41,22,1.0,2018,0.0,0.0,Tuesday,0,18,0,0,evening,Oct,0,Content has link(s)
2018-10-30 19:00:00,253788558082460_1744565432338091,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1744565432338091/,"We are at the finals of #HiFL2018. Join us at the Agege Township Stadium, Lagos. Kick off times on the image. #HiFLStanbicIBTC #MovingForward",5276,5276,85,5191,5164,5164,112,112,4219,4219,68,4157,4142,1.14,1.42,60,16,16,4,0,0.0,40,40,19,0,2,48,41,18,16,3,0,0,33,18,19,2.0,2018,0.0,0.0,Tuesday,0,23,0,3,evening,Oct,0,Content has link(s)
2018-10-31 12:00:00,253788558082460_1746625518798749,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1746625518798749/,"3 days till the Final Battle of #HiFL2018. Get ready for the excitement!
#UAMvsUNICAL
#OAUvsUNILORIN
#HiFLStanbicIBTC",4048,4048,40,4008,3995,3995,53,53,3340,3340,25,3314,3289,0.96,1.17,39,14,14,0,0,0.0,25,25,13,0,0,35,32,14,14,0,0,0,22,12,11,0.0,2018,0.0,0.0,Wednesday,0,16,0,4,afternoon,Oct,0,Content has link(s)
2018-10-31 14:00:00,253788558082460_1746744762120158,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1746744762120158/,Today's Wealth Wednesday series talks about what a private trust is and why it is important.,2968,2968,906,2062,2273,2273,695,695,2093,2093,414,1673,1718,2.93,4.16,87,14,14,0,23,0.0,50,50,33,0,0,54,42,16,8,0,11,0,40,30,14,0.0,2018,0.0,0.0,Wednesday,0,16,0,0,afternoon,Oct,0,Content has link(s)
2018-10-31 14:25:00,253788558082460_1747254288735872,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1747254288735872/,Keeping a little aside every now and then is a useful way to prepare for the future. Happy #WorldSavingsDay2018,5753,5753,1137,4616,4725,4725,1028,1028,4645,4645,800,3808,3821,1.65,2.05,95,44,44,0,17,0.0,34,34,24,0,1,80,71,53,42,0,16,0,30,23,10,1.0,2018,0.0,0.0,Wednesday,0,19,0,1,afternoon,Oct,0,Content has link(s)
2018-10-31 16:48:00,253788558082460_1747453962049238,Facebook,Photo,Aramide Salami,https://www.facebook.com/253788558082460/posts/1747453962049238/,"Dear customer, always remember that you have a part to play in keeping your #MoneySafe. #ItBeginsWithYou",4105,4105,647,3458,3569,3569,536,536,3255,3255,391,2896,2896,1.56,1.97,64,26,26,2,11,0.0,25,25,16,0,0,52,41,30,23,2,9,0,22,15,9,0.0,2018,0.0,0.0,Wednesday,0,16,0,2,afternoon,Oct,0,Content has link(s)
2018-10-31 17:00:00,253788558082460_1747469192047715,Facebook,Photo,Anonymous,https://www.facebook.com/253788558082460/posts/1747469192047715/,"With us in your corner, #YouAreSecured. #MovingForward.",8049,8049,1212,6837,7021,7021,1028,1028,6509,6509,855,5815,5842,1.85,2.29,149,44,42,11,13,0.0,81,81,42,0,0,105,87,56,42,7,12,0,59,35,32,0.0,2018,2.0,0.0,Wednesday,0,7,0,2,evening,Oct,0,Content has link(s)
