Date,Post ID,Network,Content Type,Profile,Sent by,Link,Post,Impressions,Organic Impressions,Engagement Rate (per Impression),Engagements,Reactions,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Post Clicks (All),Year,part_of_day_posted,Month,day_of_week,is_weekend,post_length,contains_question,num_hashtags,no of tags,Linked Content(?)
2018-09-28 12:01:00,6451395145517535232,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6451395145962123264,"From now till retirement and beyond, we are committed to making you #HappenToLife. Please call 01 271 6000 or email pensionsolution@stanbicibtc.com for more details .",959,959,2.4,23,10,10,0,6,0.73,7,7,2018,afternoon,Sep,Friday,0,25,0,1,0,No linked content
2018-09-29 11:00:00,6451742243878502400,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6451742244318908416,You can trust us to keep your transactions safe and secure. #StanbicIBTC #MoneySafe,1292,1292,1.78,23,16,16,0,2,0.39,5,5,2018,morning,Sep,Saturday,1,13,0,2,0,No linked content
2018-10-01 07:30:00,6452414158448136193,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6452414158871752704,"Brick by brick, hand in hand, we can build the Nigeria of our dreams together. Happy Independence Day.",835,835,3.11,26,12,12,1,3,1.2,10,10,2018,morning,Oct,Monday,0,18,0,0,0,No linked content
2018-10-01 07:45:00,6452417883174633472,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6452417883673751552,#MotivationMonday. Make each moment count! #NeverStop #MovingForward.,720,720,1.81,13,8,8,0,2,0.42,3,3,2018,morning,Oct,Monday,0,7,0,3,0,No linked content
2018-10-01 12:30:00,6452489669652422656,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6452489670025711616,"The October auction for the FGN Retail Bond has commenced!  To invest, please call 01 422 0004 or email stockbroking@stanbicibtc.com",724,724,1.8,13,4,4,0,0,1.24,9,9,2018,afternoon,Oct,Monday,0,20,0,0,0,No linked content
2018-10-02 10:05:00,6452815517517516801,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6452815517945335808,"Being self-employed is a popular dream. Although rewarding, it comes with a lot of demands and sacrifices. Here are some things to consider before quitting your job.",999,999,6.21,62,17,17,0,6,3.9,39,39,2018,morning,Oct,Tuesday,0,27,0,0,0,No linked content
2018-10-02 17:30:00,6452927506340151296,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6452927506830884864,Do you have questions about writing or leaving wills? We can answer them. Contact us on 01-270 6800 or email sitlagency@stanbicibtc.com to learn more.,599,599,1.84,11,6,6,0,2,0.5,3,3,2018,evening,Oct,Tuesday,0,24,1,0,0,No linked content
2018-10-02 17:31:00,6452927932074590208,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6452927932435308544,You are the reason why we are passionate about delivering excellence in our services. #CustomerServiceWeek #ExcellenceHappensHere,788,788,3.05,24,15,15,1,3,0.63,5,5,2018,evening,Oct,Tuesday,0,16,0,2,0,No linked content
2018-10-03 09:26:00,6453168125788721152,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6453168126229118976,Dial *909# and experience banking excellence. #CustomerServiceWeek #ExcellenceHappensHere,635,635,2.2,14,8,8,0,3,0.47,3,3,2018,morning,Oct,Wednesday,0,8,0,3,0,No linked content
2018-10-03 12:00:00,6453206977093857280,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6453206977819471872,#SMETip The man who moves a mountain begins by carrying away small stones. - Confucius.,676,676,2.07,14,9,9,0,2,0.44,3,3,2018,afternoon,Oct,Wednesday,0,15,0,1,0,No linked content
2018-10-03 17:24:00,6453288371224616960,LinkedIn,Text,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6453288371677597696,"Guys, do you have the National Identification Number (NIN) issued by the National Identity Management Commission (NIMC) yet? #WealthWednesday
 
A, YES
B. NO",15579,15579,4.84,754,68,68,177,4,3.24,505,505,2018,evening,Oct,Wednesday,0,23,1,1,0,No linked content
2018-10-03 17:29:00,6453289820713152513,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6453289821103222784,"Why do you need to have a National Identification Number (NIN)? 

We will be providing more information on the recapture exercise to our clients via their registered email addresses. Please login to your pension account online to confirm/update your email address and stay up to date as this develops. #WealthWednesday

 
If you are yet to obtain your NIN, please visit the NIMC website for more information on this.        
",945,945,3.39,32,8,8,0,2,2.33,22,22,2018,evening,Oct,Wednesday,0,68,1,1,0,No linked content
2018-10-04 08:00:00,6453508847901511680,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6453508848320942080,"Whatever your lifestyle, we have the right card for you. #CustomerServiceWeek #ExcellenceHappensHere",886,886,1.35,12,8,8,0,1,0.34,3,3,2018,morning,Oct,Thursday,0,12,0,2,0,No linked content
2018-10-04 17:30:00,6453652336878460928,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6453652337285300224,#CareerTip. Be confident and assertive in your workplace.,875,875,3.54,31,18,18,0,6,0.8,7,7,2018,evening,Oct,Thursday,0,8,0,1,0,No linked content
2018-10-05 07:30:00,6453863677173989376,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6453863677576650752,"Start small and grow big with our mutual funds. Begin today with N5,000. Please call 01 280 5595 or email assetmanagement@stanbicibtc.com to learn more.",965,965,2.38,23,8,8,3,3,0.93,9,9,2018,morning,Oct,Friday,0,24,0,0,0,No linked content
2018-10-05 09:00:00,6453886402231967744,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6453886402798198784,We say thank you for helping us come this far. #CustomerServiceWeek #ExcellenceHappensHere,821,821,2.31,19,11,11,0,2,0.73,6,6,2018,morning,Oct,Friday,0,12,0,2,0,No linked content
2018-10-05 12:00:00,6453931657450913792,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6453931657903902720,Have you ever goofed at an interview? What’s your greatest interview blunder?,808,808,1.86,15,5,5,1,2,0.87,7,7,2018,afternoon,Oct,Friday,0,12,1,0,0,No linked content
2018-10-05 14:23:00,6453967627147710464,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6453967627546169344,We value the trust you have in us and will continue to do our best to keep it. These here are because of you and for you. Thank you. hashtag#MovingForward,1058,1058,3.78,40,13,13,1,6,1.89,20,20,2018,afternoon,Oct,Friday,0,30,0,1,0,No linked content
2018-10-05 18:03:00,6454023162807099392,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6454023163205558273,Here's to the builders of the leaders of tomorrow. Share with us your favourite experience with a teacher. #HappyTeachersDay,912,912,2.41,22,9,9,0,3,1.1,10,10,2018,evening,Oct,Friday,0,19,0,1,0,No linked content
2018-10-06 12:00:00,6454294092649234432,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6454294093102223360,We have specialized banking services to cater to your business. Contact us on 0700 333 3333 or email enteprisedirect@stanbicibtc.com to learn more.,1347,1347,2.38,32,18,18,0,3,0.82,11,11,2018,afternoon,Oct,Saturday,1,22,0,0,0,No linked content
2018-10-08 07:30:00,6454950829630857216,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6454950830138363904,"#MotivationMonday. You can’t change the events of the past, but you can move forward and make the future what you want it. #MovingForward",1457,1457,2.61,38,24,24,0,1,0.89,13,13,2018,morning,Oct,Monday,0,23,0,2,0,No linked content
2018-10-08 12:30:00,6455026388473905153,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6455026388960444416,"The holiday travel season is almost here, and we are always willing to help you get the #BestInsuranceDeals for your trips. Call us on 01 277 0394 now to get started.",451,451,1.11,5,2,2,0,2,0.22,1,1,2018,afternoon,Oct,Monday,0,31,0,1,0,No linked content
2018-10-09 08:37:00,6455330064774103040,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6455330065197731840,"Indices rise in the private sector for September 2018. Here’s the summary.
",956,956,2.51,24,10,10,0,6,0.84,8,8,2018,morning,Oct,Tuesday,0,12,0,0,0,No linked content
2018-10-09 10:00:00,6455350996385308672,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6455350996980899840,"Want to avoid a burnout as a business owner? Follow these tips to learn how.
https://bit.ly/2O9g4BD",820,820,1.71,14,8,8,0,2,0.49,4,4,2018,morning,Oct,Tuesday,0,16,1,0,0,No linked content
2018-10-09 17:45:00,6455468015449448448,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6455468015826935808,Do you have questions on how to plan for your child’s education? We can answer them. Contact us on 01-270 6800 or email sitlagency@stanbicibtc.com to learn more.,784,784,1.4,11,5,5,0,5,0.13,1,1,2018,evening,Oct,Tuesday,0,27,1,0,0,No linked content
2018-10-10 13:32:00,6455766804731166720,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6455766805205127168,"When you first consider starting an investment, you may be asked questions along these lines: 
#WealthWednesday",587,587,3.24,19,7,7,1,3,1.36,8,8,2018,afternoon,Oct,Wednesday,0,16,0,1,0,No linked content
2018-10-10 13:33:00,6455767176325533696,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6455767176765939712,"Your answer to these questions are important considerations when trying to decide which investment products would best suit your financial objectives. Your answers would also provide your financial adviser with the appropriate information required to help guide you on your journey to financial freedom. 
#WealthWednesday
",488,488,2.46,12,5,5,0,0,1.43,7,7,2018,afternoon,Oct,Wednesday,0,45,0,1,0,No linked content
2018-10-10 13:39:00,6455768482712821760,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6455768483178381312,"Try out our Funds Selection Advisor here - https://lnkd.in/gpJ88ks to find out which of our mutual funds would fit into your goals. Or you could reach one of our financial advisors by calling 0700 MUTUAL FUNDS or sending an email to assetmanagement@stanbicibtc.com with your contact details to request a call back. 
#WealthWednesday
",790,790,3.42,27,6,6,0,3,2.28,18,18,2018,afternoon,Oct,Wednesday,0,52,0,1,0,No linked content
2018-10-10 14:30:00,6455781380956790784,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6455781381359439872,"Today is #WorldMentalHealthDay. While we take care of our bodies, it’s equally important to take care of our minds to get the best health.",631,631,1.74,11,7,7,2,0,0.32,2,2,2018,afternoon,Oct,Wednesday,0,24,0,1,0,No linked content
2018-10-11 08:00:00,6456045570795536384,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6456045571298861056,"When girls are educated, their countries become stronger and more prosperous. – Michelle Obama
Happy International #DayOfTheGirl Child",1126,1126,3.82,43,23,23,1,7,1.07,12,12,2018,morning,Oct,Thursday,0,18,0,1,0,No linked content
2018-10-11 12:01:00,6456106216979595264,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6456106217348694016,"We can help you make the most of your money. Get started with as little as N5,000 and invest in a mutual fund. Please call 01 280 1266 or email assetmanagement@stanbicibtc.com.",894,894,2.46,22,10,10,0,3,1.01,9,9,2018,afternoon,Oct,Thursday,0,31,0,0,0,No linked content
2018-10-11 17:30:00,6456189141574000640,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6456189142047956992,#PersonalFinanceTip. Buying household essentials in advance and in bulk can help you achieve savings in the long run.,885,885,1.47,13,8,8,1,1,0.34,3,3,2018,evening,Oct,Thursday,0,18,0,1,0,No linked content
2018-10-12 09:00:00,6456423053881675776,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6456423054242385920,"We give you the assurance of a satisfying retirement so you can #HappenToLife. For more information, call 01 271 6000 or email pensionsolution@stanbicibtc.com.",706,706,1.84,13,6,6,0,5,0.28,2,2,2018,morning,Oct,Friday,0,23,0,1,0,No linked content
2018-10-12 12:44:00,6456479549852123136,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6456479550292529152,Pitches in perfection as we prepare to select our winners for #SICC2018. Watch this space.,799,799,1.88,15,5,5,0,1,1.13,9,9,2018,afternoon,Oct,Friday,0,15,0,1,0,No linked content
2018-10-12 13:25:00,6456489784775970817,LinkedIn,Photo,Stanbic IBTC,Aramide Salami,https://linkedin.com/feed/update/urn:li:activity:6456489785216368640,The final contestants receiving a bit of motivation from our IDEAs team as they prepare to pitch and hopefully win. #SICC2018,910,910,3.08,28,12,12,1,0,1.65,15,15,2018,afternoon,Oct,Friday,0,21,0,1,0,No linked content
2018-10-12 14:01:00,6456498828450369536,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6456498828840439808,Leadership and learning are indispensable to each other- John F. Kennedy,774,774,1.94,15,6,6,1,2,0.78,6,6,2018,afternoon,Oct,Friday,0,11,0,0,0,No linked content
2018-10-12 14:04:00,6456499581176942592,LinkedIn,Photo,Stanbic IBTC,Aramide Salami,https://linkedin.com/feed/update/urn:li:activity:6456499581516681216,"Chief Executive,  Stanbic IBTC Stockbrokers, Titi Ogungbesan with the opening remarks for the sessions.
 #SICC2018",1537,1537,4.62,71,14,14,0,0,3.71,57,57,2018,afternoon,Oct,Friday,0,15,0,1,0,No linked content
2018-10-12 14:39:00,6456508508736225280,LinkedIn,Photo,Stanbic IBTC,Aramide Salami,https://linkedin.com/feed/update/urn:li:activity:6456508509134688256,The panel is listening. #SICC2018,1008,1008,5.06,51,12,12,1,2,3.57,36,36,2018,afternoon,Oct,Friday,0,5,0,1,0,No linked content
2018-10-12 17:49:00,6456556294282317824,LinkedIn,Photo,Stanbic IBTC,Aramide Salami,https://linkedin.com/feed/update/urn:li:activity:6456556294764658688,"After an amazing journey, we have our top innovators. Congratulations to Team Yoocha, Flutterwave and Venture Garden Group. Now let's build the future of #FinTech together. #SICC2018 #MovingForward",1729,1729,5.44,94,25,25,0,4,3.76,65,65,2018,evening,Oct,Friday,0,28,0,3,0,No linked content
2018-10-15 09:04:00,6457511412590870528,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6457511412959973376,#MotivationMonday. Be determined to succeed and you will!! #NeverStop,1173,1173,3.41,40,18,18,0,6,1.36,16,16,2018,morning,Oct,Monday,0,9,0,2,0,No linked content
2018-10-15 17:30:00,6457638655271010304,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6457638655661084673,Prepare for emergencies with the #BestInsuranceDeals . Call 01277 0394 or email insurancesolution@stanbicibtc.com to get started.,835,835,2.16,18,6,6,3,3,0.72,6,6,2018,evening,Oct,Monday,0,16,0,1,0,No linked content
2018-10-16 11:10:00,6457905427383488512,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6457905427865837568,#Poll. Which would you choose? A Bigger Title or Salary Increase.  ,1501,1501,7.73,116,18,18,9,4,5.66,85,85,2018,morning,Oct,Tuesday,0,11,1,1,0,No linked content
2018-10-16 14:08:00,6457950207052251136,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6457950207375216640,"We look forward to living in a world where we can grow enough for all to fill the bellies of our friends and families, and nourish our bodies. Bon Appetit #WorldFoodDay #ZeroHunger
",577,577,3.47,20,7,7,0,3,1.73,10,10,2018,afternoon,Oct,Tuesday,0,32,0,2,0,No linked content
2018-10-16 17:30:00,6458000955391774720,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6458000955760869377,"#SET them up for a smooth education journey.  Open an Education Trust for them today! For more details, please call us on 01-2706800 or email sitlagency@stanbicibtc.com .",542,542,2.4,13,3,3,0,3,1.29,7,7,2018,evening,Oct,Tuesday,0,27,0,1,0,No linked content
2018-10-17 11:47:00,6458277092550283264,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6458277092999069696,Invest with no worries. Subscribe for the FGN Bonds for as low as N5000 and get returns. Contact us on 01 422 0004 or email stockbroking@stanbicibtc.com to learn more.,611,611,2.78,17,7,7,0,4,0.98,6,6,2018,morning,Oct,Wednesday,0,29,0,0,0,No linked content
2018-10-17 17:08:00,6458357805819797504,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6458357806193082368,"How often do you visit the clinic to get a full body check-up? #WealthWednesday
A.    Annually
B.    Bi annually
C.   Never
D.   What issa checkup?
",309,309,2.91,9,4,4,0,0,1.62,5,5,2018,evening,Oct,Wednesday,0,25,1,1,0,No linked content
2018-10-17 17:09:00,6458358187358851072,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6458358187799248896,October is #BreastCancerAwarenessMonth did you know this? #WealthWednesday,310,310,2.9,9,5,5,0,0,1.29,4,4,2018,evening,Oct,Wednesday,0,8,1,2,0,No linked content
2018-10-17 17:11:00,6458358657250922496,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6458358657645187072,"Even though men have breast cancer too, it is by far the most common cancer in women worldwide. 
#WealthWednesday",444,444,1.35,6,5,5,0,0,0.23,1,1,2018,evening,Oct,Wednesday,0,19,0,1,0,No linked content
2018-10-17 17:12:00,6458358890353565696,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6458358890743627776,"You shouldn’t panic if you discover any of these symptoms, please visit your doctor quickly as the growth can either be benign (not harmful) or cancerous. Key thing to note is that early detection can be  lifesaving ! #WealthWednesday",1012,1012,2.77,28,10,10,0,1,1.68,17,17,2018,evening,Oct,Wednesday,0,39,0,1,0,No linked content
2018-10-17 17:13:00,6458359170302386176,LinkedIn,Text,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6458359170650513408,"Even if none of these symptoms become apparent, you should see a Doctor to be absolutely sure. Health is Wealth and it is important that you pay attention to your health by getting checked regularly.
#WealthWednesday",4024,4024,0.94,38,11,11,0,0,0.67,27,27,2018,evening,Oct,Wednesday,0,36,0,1,0,No linked content
2018-10-17 17:14:00,6458359385096884225,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6458359385461784576,"Here are some proactive measures you can take: 
#WealthWednesday",518,518,1.35,7,4,4,0,1,0.39,2,2,2018,evening,Oct,Wednesday,0,9,0,1,0,No linked content
2018-10-17 17:15:00,6458359646796292096,LinkedIn,Photo,Stanbic IBTC,Anonymous,https://linkedin.com/feed/update/urn:li:activity:6458359647211520000,"Remember to spread the word and look out for one other. ‘’Good health is not something we can buy. However, it can be an extremely valuable savings account’’- Anne Wilson Schaef 
#WealthWednesday",534,534,2.43,13,5,5,0,5,0.56,3,3,2018,evening,Oct,Wednesday,0,32,0,1,0,No linked content
2018-10-17 19:01:00,6458386289027878912,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6458386289409560579,"“A hero is an ordinary individual who finds the strength to persevere and endure in spite of overwhelming obstacles.” –Christopher Reeve. 
Come 27, October 2018, we will be walking #Together4ALimb to celebrate some of our heroes. #Together4ALimb",836,836,2.75,23,14,14,0,6,0.36,3,3,2018,evening,Oct,Wednesday,0,37,0,2,0,No linked content
2018-10-18 10:00:00,6458612473435164672,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6458612473749737472,#HappenToLife with a trusted partner. Call our pension gurus on 01 271 6000 or email pensionsolution@stanbicibtc.com to get started.,924,924,2.71,25,10,10,0,7,0.87,8,8,2018,morning,Oct,Thursday,0,19,0,1,0,No linked content
2018-10-18 14:39:00,6458682833119641600,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6458682833518100480,Care is the chain that holds us together.  #Throwback to when we walked #Together4ALimb. We’re doing it again in 9 days!,912,912,3.62,33,12,12,0,3,1.97,18,18,2018,afternoon,Oct,Thursday,0,21,0,2,0,No linked content
2018-10-18 17:30:00,6458725718326153216,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6458725718674276353,"#PersonalFinanceTip. Just before you tap your savings for non-emergencies, think of all the ways the money can save you on a rainy day.",904,904,2.43,22,10,10,0,2,1.11,10,10,2018,evening,Oct,Thursday,0,23,0,1,0,No linked content
2018-10-19 08:00:00,6458944728221257728,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6458944728619712512,"Now is always a good time to start growing your financial empire with our mutual funds. Visit stanbicibtc.com/instantaccount to get started.
#InvestWisely",1025,1025,2.73,28,14,14,0,5,0.88,9,9,2018,morning,Oct,Friday,0,22,0,1,0,No linked content
2018-10-19 16:16:00,6459069652885737472,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6459069653250641920,We are 8 days from this year’s #Together4ALimb!,1013,1013,3.06,31,16,16,0,2,1.28,13,13,2018,afternoon,Oct,Friday,0,8,0,1,0,No linked content
2018-10-20 10:00:00,6459337293663735808,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6459337294049611777,"Stay #MoneySafe, do not release sensitive information to anyone. Always confirm from your bank first!",877,877,2.51,22,7,7,0,4,1.25,11,11,2018,morning,Oct,Saturday,1,15,0,1,0,No linked content
2018-10-20 12:00:00,6459367492799336448,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6459367493176827904,We recognize the courage and strength to lead amazing lives in spite of physical limitations. That’s why we are walking #Together4ALimb,1215,1215,3.13,38,15,15,0,7,1.32,16,16,2018,afternoon,Oct,Saturday,1,21,0,1,0,No linked content
2018-10-22 07:30:00,6460024311947362304,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6460024312333242368,#MotivationMonday. Even the best of us gets knocked down. The difference is in getting back up. #NeverStop #MovingForward,1253,1253,2.31,29,19,19,0,4,0.48,6,6,2018,morning,Oct,Monday,0,18,0,3,0,No linked content
2018-10-22 12:00:00,6460092404576845824,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6460092404971118592,What fears did you have to overcome in the past? #YouAre Fearless #MovingForward,583,583,1.72,10,6,6,0,3,0.17,1,1,2018,afternoon,Oct,Monday,0,13,1,2,0,No linked content
2018-10-22 15:02:00,6460138113476882432,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6460138113887928320,#HappenToLife and achieve your retirement goals with us by your side. Call our pension gurus on 01 271 6000 or email pensionsolution@stanbicibtc.com to get started.,799,799,2.5,20,9,9,0,6,0.63,5,5,2018,afternoon,Oct,Monday,0,25,0,1,0,No linked content
2018-10-22 18:00:00,6460182881338822656,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6460182881712115712,"We do not see disability, rather we see ability. We are walking #Together4ALimb",564,564,1.06,6,3,3,0,2,0.18,1,1,2018,evening,Oct,Monday,0,13,0,1,0,No linked content
2018-10-23 10:00:00,6460424587233628160,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6460424587602726913,"Managing your finances in business can be quite challenging. Read these tips to find out how to draw up a spending strategy for your business.
https://bit.ly/2ErVasY",795,795,2.89,23,9,9,1,2,1.38,11,11,2018,morning,Oct,Tuesday,0,26,0,0,0,No linked content
2018-10-23 12:00:00,6460454712310398976,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6460454712654336000,What word best describes you? #YouAre #MovingForward #TuesdayThoughts,671,671,3.43,23,9,9,2,5,1.04,7,7,2018,afternoon,Oct,Tuesday,0,8,1,3,0,No linked content
2018-10-23 14:30:00,6460492462925451264,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6460492463298748416,"“Hard things are put in our way, not to stop us, but to call out our courage and strength.” #Together4ALimb",537,537,2.05,11,6,6,0,4,0.19,1,1,2018,afternoon,Oct,Tuesday,0,20,0,1,0,No linked content
2018-10-23 16:15:00,6460518987569725441,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6460518988005937152,"How to care for kids born without limbs. #TuesdayThoughts

Congenital amputation can be a devastating experience for both the parents and child. It comes with adjustments no one plans for and realities that can be hard to accept. Here are a few thoughts we have on being there for a child who may need you:

1. Emotional support: Everyone does better when they know they are loved, especially children. This is the first and most important thing a child needs. 
2. Psychological support: It may be too much to cope with even as a parent or guardian, but you must remember to teach them to believe in their abilities, regardless of what has happened 
3. Physical support: Ensure to get them the right prosthesis for their age and the medical care they need – dedicated physiotherapy usually helps. It is also important that you show them how to do things themselves.

Have more #thoughts to share with us? Kindly share with us in the comments.
#Together4ALimb",917,917,2.51,23,8,8,0,1,1.53,14,14,2018,afternoon,Oct,Tuesday,0,166,1,3,0,No linked content
2018-10-23 17:30:00,6460537660564996096,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6460537660938293248,Give your child the best legacee ever- a quality education. Call 01 270 6800 or email sitlagency@stanbicibtc.com .,545,545,1.47,8,5,5,0,1,0.37,2,2,2018,evening,Oct,Tuesday,0,18,0,0,0,No linked content
2018-10-24 08:00:00,6460756655847153664,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6460756656203669504,Let’s provide you with the best solutions to help expand your business. Call us on 0700 333 3333 or email enterprisedirect@stanbicibtc.com to learn more.,516,516,1.74,9,4,4,0,4,0.19,1,1,2018,morning,Oct,Wednesday,0,24,0,0,0,No linked content
2018-10-24 10:00:00,6460786859453878272,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6460786859806199808,"“Just because I've got two prosthetic legs, yeah, I had to adapt in ways, but I've also become a lot stronger. It doesn't mean I'm at any disadvantage, really.” Amy Purdy
#YouAreStrong #Together4ALimb",684,684,2.34,16,10,10,0,1,0.73,5,5,2018,morning,Oct,Wednesday,0,33,0,2,0,No linked content
2018-10-24 12:00:00,6460817029342597120,LinkedIn,Photo,Stanbic IBTC,Sophia Amuka,https://linkedin.com/feed/update/urn:li:activity:6460817029745250304,Favor is doing amazing and is on her way towards a guaranteed future. #MovingForward #Together4ALimb,514,514,3.11,16,8,8,0,7,0.19,1,1,2018,afternoon,Oct,Wednesday,0,15,0,2,0,No linked content
