Date,Post ID,Network,Content Type,Profile,Sent by,Link,Post,Impressions,Organic Impressions,Reach,Organic Reach,Engagement Rate (per Impression),Engagement Rate (per Reach),Engagements,Reactions,Likes,Comments,Saves,Year,no of tags,part_of_day_posted,day_of_week,is_weekend,post_length,contains_question,num_hashtags,Month
2019-02-07 19:05:00,18031453114011078,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BtlwkA2hsRc/,"Secure your future, start a risk-free investment in the FGN Bond for as low as N5000. Call 01 422 0004 or send ‘FGN Bonds’ to stockbroking@stanbicibtc.com for more information.",2233,2233,3,3,3.22,2400.0,72,60,60,9,3,2019,0,evening,Thursday,0,29,0,0,Feb
2019-02-08 09:08:00,17847560221358878,Instagram,Video,stanbicibtc,Anonymous,https://www.instagram.com/p/BtnQxGJh9_P/,"We amped up the fun at our #SMWLagos booth, and today will be more of the same. Come and take the #3minuteChallenge, play games and win fun prizes. Let's get social together. #MovingForward.",1969,1969,3,3,4.82,3167.0,95,83,83,12,0,2019,0,morning,Friday,0,33,0,3,Feb
2019-02-08 15:39:00,18015877813110837,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Btn9zp4h_Ns/,"We have to be proud of our country, knowing that we are breeding talents that can compete at the world stage.- @YinkaSanni #SMWLagos #SMWSIBTCSession",2845,2845,2,2,4.53,6450.0,129,128,128,0,1,2019,0,afternoon,Friday,0,24,0,2,Feb
2019-02-08 15:40:00,18003093793133883,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Btn97N1BrFg/,"""It's important to be hopeful as young Nigerians knowing that as we make our own contributions our country will get better."" - @YinkaSanni
 #SMWLagos #SMWSIBTCSession",2420,2420,2,2,3.76,4550.0,91,87,87,4,0,2019,0,afternoon,Friday,0,25,0,2,Feb
2019-02-08 15:41:00,17867883715314224,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Btn-A3lh9zN/,"Question:
How did you manage your money from the start of your career till now? - @OgbeniDipo 
Answer:
The same skills you need to succeed have not changed. If hardwork was important then, it is also important now. - @YinkaSanni
#SMWLagos #SMWSIBTCSession",2603,2603,2,2,3.8,4950.0,99,93,93,4,2,2019,0,afternoon,Friday,0,42,1,2,Feb
2019-02-09 20:50:00,17997302179164068,Instagram,Video,stanbicibtc,Anonymous,https://www.instagram.com/p/BtrFyvShY_R/,Thank you for joining us at #SMWlagos. We look forward to being a part of your life's journey. Keep #MovingForward,3532,3532,3,3,6.37,7500.0,225,208,208,13,4,2019,0,evening,Saturday,1,20,0,2,Feb
2019-02-12 11:20:00,18005944948189990,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BtxzXDUjPdO/,"Whether it’s Obudu or Seychelles, we are just a mobile app or card away. Call us on 01 422 2222 for more details.",2119,2119,3,3,3.63,2567.0,77,76,76,1,0,2019,0,morning,Tuesday,0,23,0,0,Feb
2019-02-13 13:19:00,17969225908213933,Instagram,Carousel,stanbicibtc,Anonymous,https://www.instagram.com/p/Bt0l0mOBLSh/,"It’s sometimes hard to choose which way to go when it comes to gifting this season.

What if you had a chance to do both by giving a gift that is both of material and sentimental value, like the gift of mutual funds?

A mutual fund gift speaks “Hey, I love you, I care about your financial future” and it’s got material value too.

Gift your loved one a mutual fund today, call us now on 0700 MUTUAL FUNDS or send an email to assetmanagement@stanbicibtc.com to find out more. #WealthWednesday",2402,2402,3,3,4.29,3433.0,103,100,100,2,1,2019,0,afternoon,Wednesday,0,90,1,1,Feb
2019-02-13 14:54:00,18002378770149403,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Bt0wpn1HLzP/,Play the right card and let your love show this Valentine season. Call 01 422 2222 or emailCustomerCareNigeria@stanbicibtc.com to get the perfect card to show your love. *Terms & Conditions apply,2968,2968,3,3,3.67,3633.0,109,106,106,2,1,2019,0,afternoon,Wednesday,0,31,0,0,Feb
2019-02-13 21:48:00,17998727791163172,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Bt1f-SdhQr4/,Enjoy a special treat this month of love when you order from Domino’s Pizza and pay with your Stanbic IBTC card.,3751,3751,2,2,4.29,8050.0,161,154,154,7,0,2019,0,night,Wednesday,0,21,0,0,Feb
2019-02-14 10:28:00,17853219601350002,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Bt228rsBC_K/,It's Valentines Day! 😍💕Get that special gift with ease with your card. #ValentinesDay #StanbicIBTC,2087,2087,2,2,3.64,3800.0,76,76,76,0,0,2019,0,morning,Thursday,0,14,0,2,Feb
2019-02-14 14:05:00,18019651279109124,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Bt3P1EqBIN9/,"This Valentine's season, show love to everyone in a way only you can. #Valentines #valetinesday",2642,2642,2,2,3.63,4800.0,96,94,94,2,0,2019,0,afternoon,Thursday,0,15,0,2,Feb
2019-02-14 16:03:00,17933735800269220,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Bt3dYcuBPVH/,"#ThrowbackThursday
Share with us if JAMB everjambed you. #JAMBTips",2652,2652,4,4,3.02,2000.0,80,73,73,7,0,2019,0,afternoon,Thursday,0,9,0,2,Feb
2019-02-14 20:43:00,18029523898066319,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Bt39WAABiOL/,Now is always the best time to invest. Call 01 280 1266 or email assetmanagement@stanbicibtc.com to get different investment options with our Mutual Funds #NeverStopInvesting,2304,2304,3,3,4.04,3100.0,93,89,89,0,4,2019,0,evening,Thursday,0,25,0,1,Feb
2019-02-15 10:15:00,17925790597273187,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Bt5aTuThWk2/,There are some movies we never get tired of seeing.,6058,6058,3,3,4.74,9567.0,287,201,201,82,4,2019,0,morning,Friday,0,10,0,0,Feb
2019-02-15 21:14:00,17878343029305473,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Bt6lw8nB6f_/,Stay #MoneySafe and keep your device password-protected to keep your information safe.,2597,2597,2,2,2.93,3800.0,76,75,75,0,1,2019,0,night,Friday,0,12,0,1,Feb
2019-02-16 10:07:00,17916399529283912,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Bt7-MXeht1b/,Ever thought about investing in the stock market? Call us on 01 422 0004 and let’s walk you through.,3380,3380,2,2,3.52,5950.0,119,110,110,2,7,2019,0,morning,Saturday,1,19,1,0,Feb
2019-02-19 10:00:00,18036321748038458,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BuDrutADH8p/,"Be a bush if you can't be a tree. If you can't be a highway, just be a trail. If you can't be a sun, be a star. For it isn't by size that you win or fail. – MLK Jnr.  #MovingForward",2496,2496,1,1,4.33,10800.0,108,105,105,0,3,2019,0,morning,Tuesday,0,42,0,1,Feb
2019-02-19 20:00:00,17903695549290640,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BuEwbEXD0fg/,"You can always #HappenToLife now and at retirement. For answers to your pension-related questions, call our gurus on 01 271 6000 or email pensionsolution@stanbicibtc.com",2695,2695,1,1,3.23,8700.0,87,75,75,11,1,2019,0,evening,Tuesday,0,24,0,1,Feb
2019-02-20 10:00:00,18011162152089757,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BuGQh1ojMAt/,"#JAMBTip 
Taking breaks and getting enough rest will help you be at your best as you prepare for the exam.",2628,2628,2,2,3.04,4000.0,80,73,73,2,5,2019,0,morning,Wednesday,0,20,0,1,Feb
2019-02-20 14:49:00,18009307006130130,Instagram,Carousel,stanbicibtc,Anonymous,https://www.instagram.com/p/BuGxn9eBX2X/,"Hi Guys, we receive a lot of questions as regards our Will Writing services and Wills in general so we thought to answer some frequently asked ones. Please, read on. #WealthWednesday",2928,2928,1,1,3.76,11000.0,110,97,97,3,10,2019,0,afternoon,Wednesday,0,31,0,1,Feb
2019-02-21 09:54:00,18009485725141060,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BuI0plmBAWX/,"Food is for eating, but good food is to be enjoyed. #AfricanFood #AfricanFoodChallenge",3219,3219,6,6,4.01,2150.0,129,120,120,7,2,2019,0,morning,Thursday,0,13,0,2,Feb
2019-02-21 14:54:00,18009462205190865,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BuJXCLVBJ6m/,Which would you prefer? #BrainTeaser,2769,2769,1,1,2.74,7600.0,76,75,75,1,0,2019,0,afternoon,Thursday,0,5,1,1,Feb
2019-02-21 19:59:00,18005292322155212,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BuJ53VhB8ar/,Make your paycheck do more for you by investing in Mutual Funds. Call 01 280 1266 or email assetmanagement@stanbicibtc.com,2431,2431,1,1,3.17,7700.0,77,77,77,0,0,2019,0,evening,Thursday,0,19,0,0,Feb
2019-02-22 10:05:00,18012092086091124,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BuLau7wBgTI/,#TGIF,2742,2742,1,1,4.05,11100.0,111,108,108,1,2,2019,0,morning,Friday,0,1,0,1,Feb
2019-02-22 19:53:00,17993536192197592,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BuMeAwXBaN7/,"Stay woke, insure that your fine car and avoid stories that touch...Send an email to insurancesolution@stanbicibtc.com or call 01 2770394 to get started",2692,2692,1,1,3.45,9300.0,93,90,90,1,2,2019,0,evening,Friday,0,23,0,0,Feb
2019-02-24 00:30:00,17857489693345854,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BuPic1dDLZ4/,"#JAMBTip
Discover when is the best time to study as different people have different study patterns and timing. This will help make the study effective.",2557,2557,1,1,2.46,6300.0,63,54,54,6,3,2019,0,night,Sunday,1,25,0,1,Feb
2019-02-24 09:54:00,17946242038246957,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BuQjGYphKh6/,"Bulky wallets and bags can draw the wrong kind of attention, be #MoneySafe",3085,3085,1,1,3.63,11200.0,112,107,107,2,3,2019,0,morning,Sunday,1,13,0,1,Feb
2019-02-25 10:01:00,17963093554232426,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BuTIrQfhhnm/,Goals are just dreams if you don’t act on them. #MotivationMonday,3238,3238,2,2,4.2,6800.0,136,121,121,6,9,2019,0,morning,Monday,0,11,0,1,Feb
2019-02-25 20:17:00,17856087874350877,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BuUPKl3h-pQ/,"He loves school, let’s get him #SET with the StanbicIBTC education trust. Call 01 270 6800 or sitlagency@stanbicibtc.com to get started.",2490,2490,1,1,4.94,12300.0,123,116,116,7,0,2019,0,evening,Monday,0,21,0,1,Feb
2019-02-27 13:38:00,17963395582232452,Instagram,Carousel,stanbicibtc,Anonymous,https://www.instagram.com/p/BuYrFJRBWMy/,"According to the World Health Organization, 17 people die every minute from Cancer. Please don’t be a statistic.

Here are some risk factors that significantly increase the risk of developing cancer.

Early detection can increase the chance of beating cancer, have your health checked and get screening tests done. #WealthWednesday #IAmAndIWill",2265,2265,1,1,3.18,7200.0,72,69,69,1,2,2019,0,afternoon,Wednesday,0,51,0,2,Feb
2019-03-01 10:00:00,18040562788044658,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Budbr_rjaW7/,May you March into this new month and do great things. #HappyNewMonth,1928,1928,1,1,3.48,6700.0,67,66,66,0,1,2019,0,morning,Friday,0,12,0,1,Mar
2019-03-01 20:00:00,17865248017329760,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BuegWlRDpsf/,Call us on 01 277 0394 for the #BestInsuranceDeals to secure your cherished assets.,2259,2259,3,3,2.79,2100.0,63,62,62,1,0,2019,0,evening,Friday,0,14,0,1,Mar
2019-03-02 10:00:00,18013368799137628,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BugAeXVj1fp/,Take charge  with #APPyness,3004,3004,2,2,3.76,5650.0,113,98,98,14,1,2019,0,morning,Saturday,1,4,0,1,Mar
2019-03-03 10:00:00,18013313881141425,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BuilQlVj7wL/,"smile, it doesn’t cost a thing.",2652,2652,1,1,3.39,9000.0,90,83,83,6,1,2019,0,morning,Sunday,1,6,0,0,Mar
2019-03-04 20:00:00,18040618615001079,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BumOtl_DBaP/,"Time isn’t waiting, neither should you. #HappenToLife for now and the future with us as your pension fund administrator.",2244,2244,1,1,2.58,5800.0,58,56,56,2,0,2019,0,evening,Monday,0,19,0,1,Mar
2019-03-05 10:00:00,18016657570086705,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Bunu1-mjL2O/,The next big thing awaits! #MovingForward,3135,3135,1,1,3.99,12500.0,125,113,113,6,6,2019,0,morning,Tuesday,0,6,0,1,Mar
2019-03-05 20:00:00,18043190263048233,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Buoziypjl6a/,Now is the best time to leave a Legacee for your family. Call us on 01 270 6800 for more details.,2331,2331,2,2,3.22,3750.0,75,73,73,1,1,2019,0,evening,Tuesday,0,21,0,0,Mar
2019-03-06 13:21:00,17922759319304266,Instagram,Carousel,stanbicibtc,Anonymous,https://www.instagram.com/p/Buqqtf3Bcqb/,"What is the worst thing that could happen to your phone?

Broken screen

Stolen

Fallen into water

Damaged Camera

We never hope for a mishap to occur. Sadly,  these things happen and you would have to replace your phone in the event that it gets damaged anyway.

Why bear the risk when you can pay a small premium to an insurance company in exchange for the peace of mind that the premium paid covers you in the event of a mishap?

For more information on our home content insurance or any other insurance product, please contact Stanbic IBTC Insurance Brokers on 012770394 or send an email toinsurancesolutions@stanbicibtc.com. Remember that our services are at no additional cost to you. #WealthWednesday",2430,2430,3,3,3.74,3033.0,91,85,85,2,4,2019,0,afternoon,Wednesday,0,119,1,1,Mar
2019-03-07 10:00:00,17977430665212425,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Bus4cfujlSs/,What would you choose?,2949,2949,1,1,3.97,11700.0,117,98,98,15,4,2019,0,morning,Thursday,0,4,1,0,Mar
2019-03-08 20:00:00,18025947238102507,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Buwh5c0jAI6/,"Every child has a dream of becoming someone great in the future, call 01-270 6800 and let’s help make your child’s dream a reality with our Education Trust.",2239,2239,1,1,3.62,8100.0,81,77,77,3,1,2019,0,evening,Friday,0,28,0,0,Mar
2019-03-09 10:00:00,18027489577107457,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BuyCC4ID_Qw/,#PersonalTip Be a team player.,2994,2994,1,1,3.81,11400.0,114,106,106,5,3,2019,0,morning,Saturday,1,5,0,1,Mar
2019-03-11 20:00:00,17952169081247980,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Bu4QWexDJYp/,Yes we do have the #BestInsuranceDeals to cover the things that are important to you. Contact 01 277 0394 or insurancesolution@stanbicibtc.com for more information.,2190,2190,1,1,3.24,7100.0,71,68,68,1,2,2019,0,evening,Monday,0,24,0,1,Mar
2019-03-12 12:00:00,18008698531162320,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Bu5-I8hDv0k/,"#JAMBTip 
To avoid the stress that comes with the examination day, know your exam center before the exam day.",2295,2295,1,1,3.49,8000.0,80,69,69,11,0,2019,0,afternoon,Tuesday,0,19,0,1,Mar
2019-03-13 14:44:00,17873813647322557,Instagram,Carousel,stanbicibtc,Anonymous,https://www.instagram.com/p/Bu81uYeHJqt/,"Did you know we offer escrow services? Well, yes. But what exactly is an escrow?

Escrows can be used when a land owner and a developer enter into a joint venture. It can also be used in the event of asset acquisition between a buyer and seller or a sale and purchase agreement as described on image slide 2.

So as an escrow agency, we perform the third-party role and hold an asset or document on behalf of transacting parties for a fee. Let us help you facilitate your escrow transaction seamlessly. Call us on 01- 2706800 #WealthWednesday",3318,3318,1,1,3.47,11500.0,115,107,107,1,7,2019,0,afternoon,Wednesday,0,98,1,1,Mar
2019-03-15 10:00:00,17911797232295853,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/BvBeydPDEvJ/,"When muscles are not put to work, they become weak. #Exercise #Weekend #FitFam",1638,1638,1374,1374,5.25,6.26,86,83,83,1,2,2019,0,morning,Friday,0,13,0,3,Mar
2019-03-15 12:00:00,18027174757119145,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BvBshM-D_6f/,We wish you all the best as you write your exams and keep moving forward always. #MovingForward,2969,2969,1,1,4.01,11900.0,119,111,111,5,3,2019,0,afternoon,Friday,0,17,0,1,Mar
2019-03-15 18:48:00,18044057989003273,Instagram,Carousel,stanbicibtc,Anonymous,https://www.instagram.com/p/BvCbURAnXLz/,"Celebrating our she-roes at the Blue Women's Network 5 year anniversary. 
Join us live on our YouTube channel. 
#StanbicBWN #BalanceforBetter",3154,3154,1,1,5.14,16200.0,162,157,157,3,2,2019,0,evening,Friday,0,20,0,2,Mar
2019-03-15 21:00:00,17949885283261929,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/BvCqXC2jEYa/,You can #HappenToLife with those you love. Contact our gurus on 01 271 6000 or pensionsolutions@stanbicibtc.com now to get started.,2032,2032,1,1,2.9,5900.0,59,56,56,1,2,2019,0,night,Friday,0,20,0,1,Mar
2019-03-15 21:00:00,18005543164173009,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BvCqbEjHsrw/,"""Long before gender balance became a thing in the industry, Stanbic IBTC had already ingrained gender balance in its culture."" -Nike Bajomo, President BWN
#StanbicBWN
#BalanceforBetter",4794,4794,3,3,5.82,9300.0,279,276,276,3,0,2019,0,night,Friday,0,26,0,2,Mar
2019-03-15 22:03:00,18045766888025467,Instagram,Carousel,stanbicibtc,Anonymous,https://www.instagram.com/p/BvCxl-GH80X/,Thank you for joining us via livestream for the Stanbic IBTC Blue Women Network event. Do have an awesome weekend. #StanbicBWN #BalanceforBetter,4154,4154,4,4,6.19,6425.0,257,247,247,9,1,2019,0,night,Friday,0,22,0,2,Mar
2019-03-16 13:00:00,18003893512148147,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/BvEYNdADdqV/,Your business should not move in any other direction other than to keep #MovingForward. Our Enterprise direct team can help you stay on course. #StanbicIBTC,2101,2101,2,2,3.0,3150.0,63,61,61,1,1,2019,0,afternoon,Saturday,1,25,0,2,Mar
2019-03-17 13:00:00,18041379505071183,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/BvG8_xbjUay/,#PersonalFinanceTip: c\Cut costs. This would help you save more. #Finances #Money,3256,3256,2,2,3.41,5550.0,111,91,91,17,3,2019,0,afternoon,Sunday,1,11,0,3,Mar
2019-03-18 10:00:00,18002287291196775,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/BvJNLbjDfOP/,Things do not happen. Things are made to happen. – John. F. Kennedy #MotivationMonday #Monday #MovingForward,2721,2721,1,1,4.12,11200.0,112,104,104,5,3,2019,0,morning,Monday,0,16,0,3,Mar
2019-03-18 15:03:00,18029581534107642,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/BvJv3NEDw9W/,Call 01 422 0004 or email stockbroking@stanbicibtc.com to get all the answers you need.,1447,1447,2,2,2.49,1800.0,36,36,36,0,0,2019,0,afternoon,Monday,0,14,0,0,Mar
2019-03-18 17:00:00,18030424369128681,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/BvJ9T3zjehs/,Call us on 01 277 0394 for the #BestInsuranceDeals to secure your cherished assets.,1887,1887,1,1,2.97,5600.0,56,54,54,1,1,2019,0,evening,Monday,0,14,0,1,Mar
2019-03-19 10:00:00,17870815612332039,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/BvLx-SPF-L3/,"It does not matter how slowly you go, as long as you do not stop. – Confucius. 
#MovingForward",1960,1960,1,1,3.72,7300.0,73,69,69,4,0,2019,0,morning,Tuesday,0,18,0,1,Mar
2019-03-20 15:00:00,17980167463221705,Instagram,Carousel,stanbicibtc,Anonymous,https://www.instagram.com/p/BvO5JweBLp9/,"One of the factors why millennial women save less than their male counterparts and are less confident that they will have enough funds when they retire is the gender pay gap. Here are factors that affect the rate of savings by women.

Whilst we must all strive to create a world that promotes gender equality, we thought to share some tips that will encourage more women to save towards retirement #WealthWednesday #BalanceForBetter",2676,2676,2,2,4.22,5650.0,113,104,104,1,8,2019,0,afternoon,Wednesday,0,72,0,2,Mar
2019-03-20 16:12:00,18018820990191281,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BvPBafyh29h/,Here’s wishing you true #APPyness every day – with our mobile app of course 😜 #InternationalDayOfHappiness,2435,2435,4,4,4.19,2550.0,102,97,97,5,0,2019,0,afternoon,Wednesday,0,16,0,2,Mar
2019-03-21 13:31:00,18046658695012162,Instagram,Carousel,stanbicibtc,Anonymous,https://www.instagram.com/p/BvRTxGihAiD/,#ThrowBack to when we shared ideas on the growth potential of SMEs in the Agric sector at the Enterprise Development Centre of the Lagos Business School.  #MovingForward,3111,3111,3,3,6.17,6400.0,192,171,171,21,0,2019,0,afternoon,Thursday,0,27,0,2,Mar
2019-03-22 13:04:00,18015353476177182,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/BvT1gf8lZUX/,Your answer is here! Invest in FGN Bonds and let your money do the work. Call 01 422 0004 or email stockbroking@stanbicibtc.com to learn more.,2369,2369,3,3,3.71,2933.0,88,73,73,12,3,2019,0,afternoon,Friday,0,25,0,0,Mar
2019-03-26 16:03:00,18049035991044562,Instagram,Carousel,stanbicibtc,Anonymous,https://www.instagram.com/p/BvedJOYnMV0/,Our Group CE led a team of investors to meet with the Vice President for the opening meeting of the Standard Bank Investors Roadshow 2019. #MovingForward,9794,9794,2,2,7.99,39150.0,783,752,752,25,6,2019,0,afternoon,Tuesday,0,26,0,1,Mar
2019-03-27 13:04:00,18050290984027055,Instagram,Carousel,stanbicibtc,Anonymous,https://www.instagram.com/p/BvgtdUDHSpL/,"In addition to our Naira mutual funds, do you know that with a minimum of $1,000 you can set up a dollar-denominated investment portfolio and start earning returns in dollars?

The Stanbic IBTC Dollar Fund offers you an opportunity to preserve your USD, as well as diversify your investment portfolio.

Please send an email to assetmanagement@stanbicibtc.com with the subject ""Dollars"" and your contact details and we'd give you a call. #WealthWednesday #AssetManagement #Investment",4823,4823,2,2,4.77,11500.0,230,190,190,24,16,2019,0,afternoon,Wednesday,0,73,1,3,Mar
2019-03-29 11:00:00,17930829688280366,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/BvloyO2gw4C/,Beating the heat with this sweet treat! 🍨 #SweetTooth #IceCream #Cold #Friday,1880,1880,1,1,3.03,5700.0,57,56,56,1,0,2019,0,morning,Friday,0,12,0,4,Mar
2019-03-29 17:01:00,17874218437335809,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/BvmSGPYj4uN/,Describe your day with the lyrics of a song. #TGIF #Friday,2654,2654,1,1,4.52,12000.0,120,116,116,2,2,2019,0,evening,Friday,0,11,0,2,Mar
2019-03-29 20:01:00,17845323088391967,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/Bvmmsk6HbIi/,#HappenToLife with us! Call our gurus on 01 271 6000 or email pensionsolution@stanbicibtc.com to learn more.,3010,3010,1,1,4.39,13200.0,132,125,125,4,3,2019,0,evening,Friday,0,16,0,1,Mar
2019-03-30 13:00:00,17948230291269894,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/BvobYBRBE9p/,What chore did you like the least growing up? #Chores #Weekend #StanbicIBTC,3884,3884,2,2,4.17,8100.0,162,128,128,31,3,2019,0,afternoon,Saturday,1,12,1,3,Mar
2019-03-31 13:00:00,18025619047082511,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/BvrAHbkgWRd/,#PersonalFinanceTip; Get the #BestInsuranceDeals to protect the things you own.,1749,1749,1,1,2.34,4100.0,41,41,41,0,0,2019,0,afternoon,Sunday,1,10,0,2,Mar
2019-04-01 08:00:00,17957488141255869,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/BvtClTIFmwf/,"For everything you’ve been through, there’s a blessing for you!

May this new month and quarter of the year be a favorable one for you and yours.
#NewWeek #April",2473,2473,2,2,4.08,5050.0,101,99,99,1,1,2019,0,morning,Monday,0,29,0,2,Apr
2019-04-01 10:00:00,18034779349101326,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/BvtQTKZlMen/,"#MotivationMonday.  Keep going, better days will come! #NeverStop #MovingForward",1760,1760,2,2,3.01,2650.0,53,51,51,1,1,2019,0,morning,Monday,0,9,0,3,Apr
2019-04-01 14:22:00,18020512726192073,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/BvtuYhMh4dq/,Prankster or pranked? What’s your most memorable April Fools’ Day memory.,2266,2266,2,2,2.82,3200.0,64,62,62,1,1,2019,0,afternoon,Monday,0,11,1,0,Apr
2019-04-01 20:01:00,17843155072409419,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/BvuVGJUHmJ4/,"With #SET, preparing for your child’s education becomes easy and better-planned. Talk to us on on 01 270 6800 or email SITLAgency@stanbicibtc.com to get started.",2307,2307,2,2,3.9,4500.0,90,89,89,0,1,2019,0,evening,Monday,0,25,0,1,Apr
2019-04-02 09:37:00,18025442974091397,Instagram,Carousel,stanbicibtc,Anonymous,https://www.instagram.com/p/Bvvyg6nBtXm/,We spent this year’s #FinancialLiteracyDay with the bright minds of the NYSC Secondary School in Birnin-Kebbi. Here’s to a bright financial future.  #MovingForward,3154,3154,3,3,4.34,4567.0,137,137,137,0,0,2019,0,morning,Tuesday,0,23,0,2,Apr
2019-04-02 17:01:00,17868875980348751,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/BvwlTLDHB0h/,Call our Enterprise direct team on 0700 333 3333 and let’s help you to be biz-smart.,2835,2835,1,1,4.09,11600.0,116,92,92,19,5,2019,0,evening,Tuesday,0,16,0,0,Apr
2019-04-04 16:02:00,18051387310037350,Instagram,Photo,stanbicibtc,Anonymous,https://www.instagram.com/p/Bv1oIy8h6cH/,"A financial blessing is coming your way. 🙏 
Type YES if you agree.",6400,6400,3,3,6.25,13333.0,400,311,311,86,3,2019,0,afternoon,Thursday,0,13,0,0,Apr
2019-04-05 10:51:00,17975698156231684,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/Bv3pY5IHUQB/,Start small and grow big with our mutual funds. Call 01 280 1266 or email assetmanagement@stanbicibtc.com to get started. #MutualFunds #StanbicIBTC #Investment,2625,2625,7,7,4.3,1614.0,113,98,98,13,2,2019,0,morning,Friday,0,22,0,3,Apr
2019-04-05 17:01:00,18032270611121698,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/Bv4TtfnFhGf/,The weekend is here!😊 💃 #TGIF #Friday,2874,2874,3,3,3.69,3533.0,106,99,99,5,2,2019,0,evening,Friday,0,7,0,2,Apr
2019-04-05 19:01:00,17876705701333412,Instagram,Photo,stanbicibtc,Aramide Salami,https://www.instagram.com/p/Bv4hapbl-zn/,Steady financial growth is a few clicks away. Call 01 422 0004 or email stockbroking@stanbicibtc.com to subscribe to the April offer for FGN Bonds.,2102,2102,1,1,2.47,5200.0,52,42,42,10,0,2019,0,evening,Friday,0,24,0,0,Apr
